,index,Label,Text
1746,3493,0,RT @nangu789: RT if u like!!!\ndesi bhabhi puri nangi ho k apni gaand se apne BF ko beer chatwati hui!!!\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/y09H91BmEm
1747,3495,0,@kim_jong_korea @i_ronyk @Acutereply Madherchod bhosdi aise gaand pelenge na baccha niklega gaand meh se
1748,3497,0,@NaughtyGirl269 Ufff bari mast ho asi gaand jo land ki jaan hi nekal de suppar sexy
1749,3499,0,@Rozia123 Aesi gaand dekh k pagal toh koi bhi ho jeeega... But pagal hone k baad muth nhi tmhari gaand maarega
1750,3501,0,RT @nangu789: RT if u like!!!\ndesi bhabhi gaand aur choot me ungli karti hui!!!\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/T3Ng4eZb8G
1751,3503,0,"@AAAOOOLOLITA @SatyaSibaSabat1 @taran_adarsh Wahi toh main Sochi,crack ki director jab tumse na darke gaand maarne\xe2\x80\xa6 https://t.co/ijEOn5mFXx"
1752,3505,0,@vellamasroof ajeeb chutiya log hain bc jati ungli me gaand phsany aa jaty.\xf0\x9f\x98\x8f
1753,3507,0,@kim_jong_korea @Acutereply Madherchod gaand meh bans Dalenge aage se nikalenge beech road peh nanga krke
1754,3509,0,@AjgaonkarMiking Mmm pelo meri gaand jor jor se mmmmmm mast Lund hai apka
1755,3511,0,@Jerseyno27 bodedk jail ho jaayegi toh gaand se aise mooh banaiyo
1756,3513,0,@Randwe_Ki_Raand teri gaand me lauda fasa kr Peluga tujhe meri chinnal
1757,3515,0,@B_H_A_B_H_I Sath MA gaand bhi mara karo in ki
1758,3517,0,@updatingwait @Acutereply SUNNY LEONE BANA KE CHODEGE\nTERI MAA KO\nSAMJH ME AAYA \nMADARCHOD NEEM KA PATTA KADVA HAI\xe2\x80\xa6 https://t.co/tsrMfs26rp
1759,3519,0,@Rozia123 @priya_hhh Isliye toh pura lund thok deta hu teri gaand mai https://t.co/jTk0r1UVbt
1760,3521,2,@sanjeevbhobia @kmayank151 @Ridhijain01 @OfficeOfRG Sahi bole ho tum tum toh kuch bhe bologe just Like modi kuch bh\xe2\x80\xa6 https://t.co/HoINlqfpup
1761,3523,0,@Rozia123 Aise uper jaaogi toh gaand aaram se maar lega tmhari... https://t.co/CdegWWylVS
1762,3525,1,@adil_taj @DaneshBhope @RoshanKrRai are lodu hi rhenge pakistani zindagi bhar abe chutiye tere islam ke phele se in\xe2\x80\xa6 https://t.co/cS1gA3sUyH
1763,3527,0,@Imtiyaj69192230 Haaan rozz nanga kar k rakhio saali se apni Gaand bhi chatwaio.
1764,3529,0,@updatingwait @Acutereply AAJ KA BAS EK HI GYAN\nFAAD DEGE BHOSDIKE TERI GAAND PILLA SALA KUTTA KE AULAAD
1765,3531,0,@chori_katil @Zubeda_here Teri gool gool gaand dekh k aise hee josh aa jata hai mujhe https://t.co/2NW9hp1qgy
1766,3533,2,RT @Mierdafavorita: \xe2\x99\xa0\xef\xb8\x8f#FollowFriday\xe2\x99\xa0\xef\xb8\x8f\n@S_Lcorey1 \n@jopower666 \n@eva_in_paradise \n@Joana_Secrets \n@VipErotica \n@ERONAUT18plus \n@Erot1cGlamou\xe2\x80\xa6
1767,3535,0,RT @nangu789: RT if u like!!!\nhott desi bhabhi nangi gaand pe devar ka cumm nikalwati hui!!!\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/Q6d6JJVjn5
1768,3537,0,"RT @shaitaanbachchi: ""Haan, toh gaand me daal le"" is an amazing comeback for almost everything in life."
1769,3539,0,@fgjkgx @ChtIncest Sexy gaand h randii
1770,3541,0,RT @nangu789: RT if u like!!!\nsexy gaand wali maal lund pe mast uchhal k chudwati hui!!!\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/yqpfYXRIag
1771,3543,2,RT @Moti_Randi: https://t.co/V9XtBDyp7x
1772,3545,0,RT @ShareeefAF: aik tou bhai tunay sai gaand maar k rakhi hui hai Twitter ki. https://t.co/WLViT6h600
1773,3547,0,@Meyyal1 @Mes_tizo @sundas_pasha @Prncess_Shiza @lemeZain @ahsan_anwerr TO PHER YAHA KEA GAAND MARWAA RA HA TERE BHEN BAI HN :)
1774,3549,0,@AryaSampa @kmayank151 @Ridhijain01 @OfficeOfRG Abhi Main tere ko Gaandu boolu ga tu aise Mat keh dena kiii tuu Gaa\xe2\x80\xa6 https://t.co/cpehLIZkx5
1775,3551,2,sahi hai arnab bhi paisa...
1776,3553,0,@Kajolkhanaal @Saya_Queen_me Ufff apki gaand toh itni mst h
1777,3555,2,hahaha sahi hai bc
1778,3557,2,aaj tak hi best hai 
1779,3559,0,@TimesNow gaand mar di @TimesNow  walo ki
1780,3561,0,@SarbarthaSMishr @ZeeNews kya logic feku us chutiyo ko bola gaand teri jal rahi he
1781,3563,0,@mazza396 Dard k bina tere baapne maza dekha tha kya haramzadi?? \xf0\x9f\x98\x88 Abhi to aur dard hoga q ki ye to bs shuruwat hai\xe2\x80\xa6 https://t.co/aCMCsM7zmF
1782,3565,0,@mazza396 Puri gaand fatnetk chod rha hu tujhe randi... faaaccchhh fffaaaccchhhh https://t.co/L6IaBP82Uj
1783,3567,0,@nsp2106 @sanjivbhatt Teri gaand kyu jal rahi hai behen k lode...tu modi Ka bohut chaatne waala lagtha hai
1784,3569,0,@RenuBan73908114 Mast gaand hai ji
1785,3571,0,Rahi bandh dhaga pyr ka \xf0\x9f\x92\x97\nMat todo harjayii\xe2\x9c\x8b \nEk baar jo toda \nToh Gaand phat jayii \xf0\x9f\x98\xad\xf0\x9f\x98\xb1
1786,3573,0,@Zareena54750332 Teri gaand marne ka kayal hai tera iradha kiya hai @Zareena54750332
1787,3575,0,"@RakeshP66329408 @SanjayLeelaB Iski @SanjayLeelaB Gaand me dum nai hai, Hindutva ko lekar film banane ki."
1788,3577,2,SE\xe2\x9d\x8cY b\xf0\x9f\x91\x80bs @mature_n_boobs @Lululushmodel @HotSexyGals @brownjan56 @goldensgt @gaand_sonia @ludaix https://t.co/IjMnh0KUIZ
1789,3579,0,"@sardanarohit Teri kyu gaand mein khujli Hui bhadve ,apni maa chuda aur wirodh kar le agar koi nahi kar Raha ,aur h\xe2\x80\xa6 https://t.co/0YhYNlsFs1"
1790,3581,2,@DrunkTroller @Ram92789658 @kiranlohar889 @sir_praveen_143 @mad_tharki__ @jay1sidh @Pramodloveyou1 @randibaaj Kya h\xe2\x80\xa6 https://t.co/VkiVWS6jz2
1791,3583,0,@sexybabyriya @Ilias38841233 Uff mst gaand h black bra dikha k kiski mom h y maal
1792,3585,0,gaand fati padi he...
1793,3587,2,RT @IndianIgers: Good evening \xf0\x9f\x92\x98\nSexy Damsel .. Enjoy  sunday.. \xf0\x9f\x92\x9e\n@Kajolkhanal \n@kudinamkin \n@sexydesibhabhi \n@PriyankaSexy27 \n@ill_priya \n@\xe2\x80\xa6
1794,3589,0,RT @sarita_beta: Kiski maa ki gaand itni bade h#jiski v maa ki gaand h y cmts Rwt https://t.co/qONVs93pBf
1795,3591,0,@Rohit_Sardana__ @das_parashuram To tera baap modi teri ma ki gaand marega kya
1796,3593,0,@JhaSanjay Tu maa chuuda..legal recourse apne yaa BAR BALA ke gaand me bhar liyo
1797,3595,0,RT @abnormal_bachii: *Virat's Saali Hides His Shoes.*\n Virat: Kis MC BC Ne Joote Uthaye. Saalo Gaand Maardunga Wapis Karo Bhen Ke Lodo. Tum\xe2\x80\xa6
1798,3597,0,@b50 Depends. Some of us: \xe2\x80\x98Gaand with the wind\xe2\x80\x99 in open spaces....\xf0\x9f\x91\x80
1799,3599,0,@bollywood_life abe gaand tune hi kick ko 4.5 diya tha lol
1800,3601,0,@ImRA1524 Gaand legi https://t.co/YU9GPDYfud
1801,3603,0,RT @kim_jong_korea: @updatingwait @Acutereply SUNNY LEONE BANA KE CHODEGE\nTERI MAA KO\nSAMJH ME AAYA \nMADARCHOD NEEM KA PATTA KADVA HAI OR T\xe2\x80\xa6
1802,3605,0,RT @Cockbull0070: Best gaand on twitter https://t.co/iX8Lr0m3fK
1803,3607,0,@Rozia123 @priya_hhh Tmhari gaand hai heee aesi...  Kitna bhi chodo mann nhi bharta https://t.co/qEBdavNkTa
1804,3609,0,@Shujaatsays Or fawad gareeb india me Gaand marwane kyu aata hai\xf0\x9f\x98\x82\xf0\x9f\x98\x82
1805,3611,0,"@HardikPatel_ bhai tu ek aur chuthiya hai jignesh ke saath. Behnchodon, reservation ke bina tum logon ka gaand chal\xe2\x80\xa6 https://t.co/lr1lQjA21c"
1806,3613,0,RT @ALCTransBkrs: Press Release: Guide Dogs of America Visits Allen Lund Company https://t.co/vPkzR5OJmx https://t.co/y93Zc1gm7u
1807,3615,0,@AhmedDamn not every lund deserves a nice choot tbh
1808,3617,0,@priya_hhh @Rozia123 @LovlySunny1 Lund chusna bhi art hai jo sbko nhi aata randiyooo https://t.co/ZUAxyh9gsQ
1809,3619,0,@Randwe_Ki_Raand mera lund mu me kab legi tu https://t.co/QUBq0Z8pI9
1810,3621,2,Expressen: Gr\xc3\xb6na Lund k\xc3\xb6per mark \xe2\x80\x93 nu ska n\xc3\xb6jesparken byggas ut\n\nhttps://t.co/HiNZ3UlZES https://t.co/bCcMTTwMp0
1811,3623,2,Corb Lund - Counterfeiter's Blues https://t.co/QMq5jcg7lG #nowplaying #dickrebel
1812,3625,0,Mera Lund chuso
1813,3627,2,Rage Against the Machine? https://t.co/6yNbK6iSaV
1814,3629,0,RT @anjalibitch: hi yummi lund and BBC love to see them https://t.co/nAq1PSWXZc
1815,3631,0,@SaniyaChatterje badi jaldi hai lund ki https://t.co/F72vd8PBP5
1816,3633,0,Mera Lund lo na
1817,3635,2,@Pradeep05634305 @AMISHDEVGAN @CNBC_Awaaz @sureshpprabhu @jayantsinha @AmarSinghTweets @DeependerSHooda\xe2\x80\xa6 https://t.co/iWVoKHJJTY
1818,3637,2,"@niklasorrenius #Islamister f\xc3\xb6rs\xc3\xb6ker alltid kalla #islamkritiker f\xc3\xb6r #muslimhatare, se hur din journalistkollega g\xc3\xb6\xe2\x80\xa6 https://t.co/t0EgzdoKi2"
1819,3639,2,"@LiL_Lund @nytimes Stop crying without doing any research, polar bears population grows you idiot."
1820,3641,2,"RT @McKinsey_MGI: ""History and economic theory suggest that anxieties about technological unemployment are misplaced.""  @LauraDTyson &amp; @Sus\xe2\x80\xa6"
1821,3643,2,RT @Swati17420986: @qWed57ptCsfjIWR @Insane_lover_ @BSajeetha123 @mazza396 @26GdhC8s9cEmTsZ @Seema40393603 @artisharma429 @dolly6921 @ratna\xe2\x80\xa6
1822,3645,0,@Rozia123 @priya_hhh aaj tu jitna bhi chilla mera lund tera gaad ko aj  pura pel dega aah meri jaan kya mast gaad b\xe2\x80\xa6 https://t.co/CBb1Snvt89
1823,3647,0,@Tia_likes_sex Lund fasakr https://t.co/ZCRctiUUbM
1824,3649,2,"RT @DrLindaAhall: At least 3 PhD (PAID) positions in Political Science, which includes IR/Peace and Conflict etc. @pol_LU Lund University,\xe2\x80\xa6"
1825,3651,0,@rishabhstpeters Maderjat sali mere lund ka pani piyegi n moot bhi piyegi nahayegi bhi sali ko apni paltu kutiya ba\xe2\x80\xa6 https://t.co/BPvRMXyybn
1826,3653,0,@Imtiyaj69192230 Tere lund K bhuki hai saali chinaal Kuttiya. Peshaab pine ko tayaar Tera
1827,3655,0,RT @dirtydaddysex: Daddy was midway through fucking his little girl when he needed a piss so he decided to use his baby's little shit hole\xe2\x80\xa6
1828,3657,2,RT @SevenDaysJobs: Evening Residential Supervisor #hiring @LundVT #btv https://t.co/eiSwyDzd3P via @SevenDaysJobs
1829,3659,0,@Teeqo Kom till Lund
1830,3661,0,@SaniyaChatterje Kyu...khus kaise hoti ho...lund gaad me chahiye?
1831,3663,2,Passa p\xc3\xa5 att g\xc3\xa5 Shuttle Time-utbildning under Swedish Open i Lund.\nhttps://t.co/on0NiS5MGB
1832,3665,0,@UmeshRanchod @Sejalbabe @hotriya34d @hornyndesparate Maderchod kutte tu mera moit piya kar aur jab mai teri biwi k\xe2\x80\xa6 https://t.co/KgoiqdqItV
1833,3667,0,RT @dirtydaddysex: Daddy's little girl is so filthy she loves getting her pussy filled with daddy's warm piss https://t.co/S39p9lV10l
1834,3669,0,RT @ess_forskning: Jonk\xc3\xa4llan n\xc3\xa4rmar sig slutdestinationen - #ESS i Lund! \n#forskning #neutronspridning https://t.co/RHBqdFG6e9
1835,3671,0,@Ranvijay_9984 @LovlySunny1 @Rozia123 Hehehe kha jayogi mmmm mujhe to Lund 24/7 chaye
1836,3673,1,https://t.co/oR7vkM0OIl ohh ohhhhhhh me behad pyasi sexy rasili hindu sanskari chinal randi muslim lund ki pyasi bessa gulam hun
1837,3675,2,"RT @McKinsey_MGI: Rage against the machine? History and economic theory suggest that fears about technological unemployment are misplaced,\xe2\x80\xa6"
1838,3677,2,At Lund\xe2\x80\x99s university digital writing in exam tests is tried due to student\xe2\x80\x99s unreadable handwriting -\xe2\x80\xa6 https://t.co/uL2FoFQeU3
1839,3679,0,RT @qWed57ptCsfjIWR: @Preeti95202363 @mazza396 Toh aap mera Lund hi chus lo na fir https://t.co/5WJqKUCJg9
1840,3681,2,"Next and final lab meeting for the semester: Laura will give a talk about ""Genomic differentiation in Nesospiza finches"". Welcome!"
1841,3683,2,"""Play it, Sam. Play \'As Time Goes By.""_____Ilsa Lund***Ingrid Bergman*** ***Casablanca***     1942"
1842,3685,2,I v\xc3\xa4ntans tider Kardiologen Lund https://t.co/r70GjefK4K
1843,3687,0,RT @qWed57ptCsfjIWR: @hotsona2 @KaranSi30709661 @Adsexxx @ill_priya @NeetaNagmaDevi @Imtiyaj69192230 @aunty_priyanka Toh khol apni choot ka\xe2\x80\xa6
1844,3689,0,hi yummi lund and BBC love to see them https://t.co/nAq1PSWXZc
1845,3691,2,@GDouglasJones GOOD LUCK DOUG!!!!!!!!! \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc
1846,3693,2,RT @EuroPStars: GN Friends! https://t.co/MDHysyGHDs
1847,3695,0,@priya_hhh ab tere ko mera lund se pura dum se chod raha hu aj chodai tab khatam hoga jab aap ka mouth main mera lu\xe2\x80\xa6 https://t.co/IZ6l9bH8fv
1848,3697,0,@souberr9 Pura ka pura lund tere muh me ghusa dalunga
1849,3699,2,RT @EuroPStars: https://t.co/hOrnIHaNEt
1850,3701,2,RT @StewartMyNBC5: .#VT's #Lund agency wins millions to launch five year 'recovery project' to keep at-risk families intact. https://t.co/g\xe2\x80\xa6
1851,3703,0,@lilareesha He himself is a lund. But what a way to destroy him lol you go girl
1852,3705,0,@payalDbadass Mera Bhi Lund lo GI mo
1853,3707,0,RT @AhmedDamn: @lilareesha He himself is a lund. But what a way to destroy him lol you go girl
1854,3709,0,@Imtiyaj69192230 Saali hai he chudne K lea voh. Bhen K Lodi lund chut aur Gaand m lene K lea he paida Kia h uski Maa ne Usko
1855,3711,0,@soniakaurgarg1 sone jaise boobs hai tere chandi jaisa mera lund..\nEk tu hi dhanwan hai Sonia baki sab kangal.. https://t.co/wB4pkOh49x
1856,3713,0,@SaniyaChatterje Randi ki tarah khul kar bolo...tabhi to lagega ki nangi hokar lund ke liye tadap rhi ho
1857,3715,2,\xe2\x99\xac Corb Lund Band - Short Native Grasses (Prairies Of Alberta) \xe2\x99\xac https://t.co/fzgP9IRt2h #nowplaying
1858,3717,0,RT @Expressen: Gr\xc3\xb6na Lund k\xc3\xb6per mark \xe2\x80\x93 nu ska n\xc3\xb6jesparken byggas ut\n\nhttps://t.co/c3ArUKJv5X https://t.co/qtazQKsNHh
1859,3719,0,RT if u like!!!\ndesi nangi bhabhi mast moans k saath lund 'ride' karti hui!!\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/9x8sKejTQC
1860,3721,2,RT @FkrutceCom: Skissernas\xe2\x9c\x94\nMuseum of artistic process and public #art\n@Lund Sk\xc3\xa5ne Sweden\nfabulous space and objects\n\xe2\x9c\x94\nhttps://t.co/wViyew7\xe2\x80\xa6
1861,3723,0,@rishabhstpeters Jab mai teri kamisn rand gf ki jawani lutuga sali k badan ko masluga n apna lund chuswauga tab tu kya karega sale
1862,3725,0,@Rozia123 @priya_hhh Its tym fkr ua fucking pussy whore... chut me pura lund pel rha hu... saaaappppp saaaaappppp s\xe2\x80\xa6 https://t.co/74Z2EjFHU5
1863,3727,2,@andrew_lund @DougalBeatty @9NewsMelb https://t.co/MV5viKslS6
1864,3729,0,RT if u like!!!\nmummy puri nangi ho k lund pe baith k chudwati hui!!!\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/lv1s2PYXyq
1865,3731,0,@Rozia123 @priya_hhh main toh tumhara gaad main mera lund daal diya aur jor jor se chod raha hu https://t.co/uEvqyKw3Gu
1866,3733,0,@souberr9 yes rand tere jism ka iki ik ang mera hai lund khor chudashi kutiya
1867,3735,2,RT @rekhayadav56: @ayiXR6h6FvLSOxm @qWed57ptCsfjIWR @hotsona2 @KaranSi30709661 @Adsexxx @ill_priya @NeetaNagmaDevi @Imtiyaj69192230 @aunty_\xe2\x80\xa6
1868,3737,0,@SaniyaChatterje Aap ki gand me le lo real Lund https://t.co/XuP5yCbWde
1869,3739,0,@Priya81030030 bhabhi ajau mera Lund khada hai https://t.co/rh8Q5KBo30
1870,3741,0,RT if u like!!!\ndesi bhabhi puri nangi ho k  BF k lund pe uchhal k chudwati hui!!!\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/SjukL84za9
1871,3743,2,https://t.co/BvOJOfhHVj
1872,3745,0,Muth maar k so ja https://t.co/5rPkz179JN
1873,3747,0,@rheaslut is chinal ki chut ko ohaad ke gaand suja ke muth maar ke iske face pe isko sasti kutti randi ki tarah fek\xe2\x80\xa6 https://t.co/KolDoDah8s
1874,3749,0,@Lovingrahulxxx @EroticRuchika Meri bhi maar do muth ruchika ji
1875,3751,0,@blunders_pridee @thevirdas @republic Puttar muth Maar ke so ja..\xf0\x9f\x98\x82\xf0\x9f\x98\x82 khada nahi ho rha to modi ka 2014 ka pre-election bhashan sun le
1876,3753,0,Bro agr mere ko koi bolega jaake chill maar\n\nMai seedha bathroom m jaake muth maarne lag jaaunga \xf0\x9f\x98\x82
1877,3755,0,@RizuPizzu Muth maar sai ho jaye ga
1878,3757,0,@OneTipOneHand_ Muth maar raha h
1879,3759,0,@thetanmay Abe mote gandu ATM me bhi muth maar dia kya
1880,3761,0,@jeeto_jeet Koi hamara bhi chus le \nHafte ka maal store h\nKahi waste na ho jaaye\nMuth maar k
1881,3763,0,@Garamlarka3 @ssilverssurfer Han yeh bhi thik hai tu meri biwi aur bhabbi dono rakh le main aur mera bhai aaj raat\xe2\x80\xa6 https://t.co/DwoajCn8Df
1882,3765,0,RT @mufc_affanf9: Muth maar k saaray soojao or kia
1883,3767,0,@Royal__SRKian @HardikSRKian @Durga_EthanHunt WO DILWALE THE CHOMU.AB NIKAL DABAR KA TEL LAGA K MUTH MAAR.
1884,3769,0,@Dilwala_YASH Koi nhi muth maar le ab thik ho jayega
1885,3771,2,Is bc chemistry nay maghaz ki muth maar di ha \xf0\x9f\x98\xad\xf0\x9f\x98\xad
1886,3773,0,@shikhaask5 meri muth maar do
1887,3775,0,@ankimast kya huva yaar kon muth maar raha hai
1888,3777,0,MINE REACTION JB MEIN 1 DFA OPEN AREA MEIN CHUDWA RAHI THI OOPER SE 1 AADMI AA GAYA OR SAAMNY AA K KHADA HO GYA MER\xe2\x80\xa6 https://t.co/tciR41XCZ1
1889,3779,0,"@GauravPandhi Abe pen ke luv de ... ye pappu jaissa godha gadha godha gaddha muth karr,pehle tere pappu ka matter c\xe2\x80\xa6 https://t.co/isHfelFDkc"
1890,3781,0,@Hasnaat_ Chup kr k muth maar bhosri k
1891,3783,0,RT @chori_katil: MINE REACTION JB MEIN 1 DFA OPEN AREA MEIN CHUDWA RAHI THI OOPER SE 1 AADMI AA GAYA OR SAAMNY AA K KHADA HO GYA MERE \xf0\x9f\x98\x81\nHE\xe2\x80\xa6
1892,3785,0,"@mkw72 @betterpakistan Sir muth maar mar kar so rahay hain, please don\xe2\x80\x99t disturb him"
1893,3787,0,RT @Khalnayak42O: Bro agr mere ko koi bolega jaake chill maar\n\nMai seedha bathroom m jaake muth maarne lag jaaunga \xf0\x9f\x98\x82
1894,3789,0,@Being_Humor Muth maar ke soja bhai...kal @meamabhishek @ArvindKejriwal @OfficeOfRG ki maarege...toh achha lagega
1895,3791,0,@iamrizkhan8970 Alakum Salam. .ab sexy pix RT maar ke muth maar  \xf0\x9f\x98\x82
1896,3793,0,@sahil49868599 Bf hi har tym bheega rakhta hai bhabhi ko unpar muth maar maar kar
1897,3795,0,@iam_zaid Abhi teri mummy or meri pics dalta hun usko dekh kar muth maar lio \nTu bole to teri behen ki bhi post kar\xe2\x80\xa6 https://t.co/ZrVR7bS7F3
1898,3797,0,@ritweek @roshanshenoy @ManishTewari @INCIndia @OfficeOfRG @iparagdesai Muth maar k bukake bana doonga
1899,3799,0,@d_black_hunterr JA muth Maar bc \xf0\x9f\x98\x82
1900,3801,0,@suspendedahmed vo bhi muth maar k nikaldi hogi
1901,3803,0,@AjaySuper30 @DynamicSRK @ibeingdevil_ @BeingSalmanKhan ye chutiya half video dikha ke media wala\xf0\x9f\x98\x82\xf0\x9f\x98\x82 chutiya banaya\xe2\x80\xa6 https://t.co/HHoVEc1WWC
1902,3805,0,RT @ShareeefAF: @suspendedahmed vo bhi muth maar k nikaldi hogi
1903,3807,0,@Jyotisingh696 Muth maar ke kya milega
1904,3809,0,Koi mujhe bolega chill maar toh main muth maar lunga \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e
1905,3811,0,@MadamSamreen mai toh side mein ho ke muth maar leta hoon
1906,3813,0,@pklent Ika? Wru Mammey?
1907,3815,0,Asy mammey krwana to hr girl ki kawish ha https://t.co/9P9nvafXwE
1908,3817,0,@Imjdnwar @Mameyyyy When mammey sees shariq https://t.co/sy8EAamGOe
1909,3819,0,@vasuki221155 Bohat he mazbot tight mammey aur rarely hontmeray lundd raja k leay
1910,3821,0,@jiby216 @very_politickle Sambit ke tatte uske galey ko lagey hue the..
1911,3823,2,kaam kar jake 
1912,3825,2,"@nonelvis @EccentricFlower You might not remember, but I worked so close to it that I had to pass it every day. Tre\xe2\x80\xa6 https://t.co/oGi4tkX2MV"
1913,3827,2,"Boston's cafes ramp up for #exams. Harvard, BC, Suffolk &amp;  BU all start #FinalsWeek this week. Prepare for constant\xe2\x80\xa6 https://t.co/63JW73PqZN"
1914,3829,2,kaam nahin hai aaj
1915,3831,2,Over all everyone enjoyed the snow an especially my son \xe2\x9d\x84\xe2\x98\x83
1916,3833,0,@patelpsp90 @rupesh_x2x @jillu_mukhi @HardikPatel_ Teri badi jal Rahi Hai jaakr Rahul ghandi ke tatte chat #pidi
1917,3835,0,@jeni2244 @Poonamrani1234 @priya_hhh Service to tujhse hi luga mere tatte chatwaunga tujhse https://t.co/C1ckTs4zX4
1918,3837,0,"@BahiskritAwaaz @sambitswaraj \nAgar aapki maa ko PM itne pasand aaye to tumhara baap hua naa, desh ka kaise, left tatte"
1919,3839,0,@Luly_dolly @anooppnd6745 @PinkvillaTelly Bhagg bho..sdi waale hina ke paid pr k tatte
1920,3841,2,\xe3\x80\x90\xe3\x82\xb5\xe3\x83\xa0\xe3\x83\xa9\xe3\x82\xa4\xef\xbc\x81\xe3\x83\xad\xe3\x83\x83\xe3\x82\xaf\xef\xbc\x81\xe3\x82\xaa\xe3\x83\xbc\xe3\x82\xb1\xe3\x82\xb9\xe3\x83\x88\xe3\x83\xa9@\xe9\xb9\xbf\xe5\x85\x90\xe5\xb3\xb6 Part \xef\xbc\x93\xe3\x80\x91\n\n\xe4\xbb\x8a\xe5\x9b\x9e\xe3\x81\xaf\xe2\x80\xa6\n\xe5\x80\x8b\xe4\xba\xba\xe7\x9a\x84\xe3\x81\xab\xe3\x81\xaf\xe5\x88\x86\xe3\x81\x8b\xe3\x82\x8a\xe3\x82\x84\xe3\x81\x99\xe3\x81\x84\xe5\x86\x85\xe5\xae\xb9\xe3\x81\xa7\xe3\x80\x81\xe3\x83\x97\xe3\x83\xad\xe3\x82\xb8\xe3\x82\xa7\xe3\x82\xaf\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xb3\xe3\x83\x9e\xe3\x83\x83\xe3\x83\x94\xe3\x83\xb3\xe3\x82\xb0\xe3\x82\x82\xe3\x82\xb9\xe3\x82\xb4\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xae\xe3\x81\xa7\xe3\x80\x82\n\xe4\xbc\x9a\xe5\xa0\xb4\xe3\x81\xae\xe7\x9a\x86\xe3\x81\x95\xe3\x82\x93\xe3\x81\xa8\xe4\xb8\x80\xe7\xb7\x92\xe3\x81\xab\xe6\xa5\xbd\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x9b\xe3\x81\xa6\xe3\x82\x82\xe3\x82\x89\xe3\x81\x88\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f(*^^*)\xe2\x80\xa6 https://t.co/40XMabBSJM
1921,3843,2,@SRKsWarrior1__ @Banty_Srkian @Me_Rebellion_ @BeingSalmanKhan @Me_Rebellion_ apni manhoos shakal b dekhle na zara..\xe2\x80\xa6 https://t.co/vpd94O2C73
1922,3845,0,I am currently listening to it on repeat while doing the dishes in the kitchen it's a true kitchen tatte dance time...
1923,3847,0,RT @SRKsDaring: Galti Mane Ke Bajai.. Iljam Iljam Khelte Hai... Bin Tatte Ke \xf0\x9f\x98\x82 https://t.co/Z8EsY0jqdd
1924,3849,2,\xe3\x81\xa9\xe3\x81\x93\xe3\x81\x8b\xe6\x99\xae\xe6\xae\xb5\xe8\xa1\x8c\xe3\x81\x8b\xe3\x81\xaa\xe3\x81\x84\xe6\x89\x80\xe3\x81\xb8\xe8\xa1\x8c\xe3\x81\xa3\xe3\x81\xa6\xe5\x86\x99\xe7\x9c\x9f\xe3\x82\x92\xe6\x92\xae\xe3\x82\x8a\xe3\x81\x9f\xe3\x81\x84\xe3\x80\x82
1925,3851,0,@Durgesh00807837 @_biggbossfc Han to kya ukhhad lega chal nikal.tatte shilpa k
1926,3853,2,"I just got a taste for a raspberry turnover. I heard there\xe2\x80\x99s a nice new bakery near my job, Tatte. I wonder if they\xe2\x80\x99ll have any."
1927,3855,0,Jaldi Aja delivery dene tatte https://t.co/dVZ3wO45hO
1928,3857,0,@Ktens @odysseuslahori @HarounRashid2 Yes Punjabi tatte
1929,3859,0,@sambitswaraj Ab to tu tatte chaatne lag gaya. Aapne baap ko bhi nehi pehechan ta .Prescribed : Immediate electric shock.
